SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
TCFGA9ADAVAODDS,TCFGA9ADAVAODDS-2,MACRO,MACRO,GREEN,7.075911,125.60405,DAVAO DEL SUR,DAVAO CITY,24,155,40,200
TCFGABONBONCDOMOR,TCFGABONBONCDOMOR-1,MACRO,MACRO,GREEN,8.506324,124.647165,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),21,305,40,200
TCFGABONGUYMATAPDAVAODDS,TCFGABONGUYMATAPDAVAODDS-1,MACRO,MACRO,GREEN,7.047562,125.566587,DAVAO DEL SUR,DAVAO CITY,25,30,40,200
TCFGABULUA2CDOMOR,TCFGABULUA2CDOMOR-1,MACRO,MACRO,GREEN,8.505296,124.621069,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),16,10,40,200
TCFGABULUA2CDOMOR,TCFGABULUA2CDOMOR-2,MACRO,MACRO,GREEN,8.505296,124.621069,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),16,90,40,200
TCFGABULUA2CDOMOR,TCFGABULUA2CDOMOR-3,MACRO,MACRO,AMBER,8.505296,124.621069,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),16,270,40,200
TCFGABUNAWANDAVAODDS,TCFGABUNAWANDAVAODDS-1,MACRO,MACRO,GREEN,7.238154,125.642019,DAVAO DEL SUR,DAVAO CITY,38,60,40,200
TCFGABUNAWANDAVAODDS,TCFGABUNAWANDAVAODDS-2,MACRO,MACRO,GREEN,7.238154,125.642019,DAVAO DEL SUR,DAVAO CITY,38,170,40,200
TCFGABUNAWDAVAODDS,TCFGABUNAWDAVAODDS-1,MACRO,MACRO,GREEN,7.224089,125.640344,DAVAO DEL SUR,DAVAO CITY,41,50,40,200
TCFGABUNAWDAVAODDS,TCFGABUNAWDAVAODDS-2,MACRO,MACRO,GREEN,7.224089,125.640344,DAVAO DEL SUR,DAVAO CITY,41,160,40,200
TCFGACAMAMANANCDOMOR,TCFGACAMAMANANCDOMOR-2,MACRO,MACRO,GREEN,8.465613,124.661171,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),27,125,40,200
TCFGACAMAMANANCDOMOR,TCFGACAMAMANANCDOMOR-3,MACRO,MACRO,AMBER,8.465613,124.661171,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),27,245,40,200
TCFGACASTILDAVAODDS,TCFGACASTILDAVAODDS-3,MACRO,MACRO,GREEN,7.089621,125.6327,DAVAO DEL SUR,DAVAO CITY,26,165,40,200
TCFGADIVRDPANACDAVAODDS,TCFGADIVRDPANACDAVAODDS-1,MACRO,MACRO,GREEN,7.149856,125.658308,DAVAO DEL SUR,DAVAO CITY,25,300,40,200
TCFGADIVRDPANACDAVAODDS,TCFGADIVRDPANACDAVAODDS-3,MACRO,MACRO,GREEN,7.149856,125.658308,DAVAO DEL SUR,DAVAO CITY,25,160,40,200
TCFGAECOLANDAVAODDS,TCFGAECOLANDAVAODDS-2,MACRO,MACRO,GREEN,7.055985,125.587103,DAVAO DEL SUR,DAVAO CITY,37,135,40,200
TCFGAECOLANDAVAODDS,TCFGAECOLANDAVAODDS-3,MACRO,MACRO,GREEN,7.055985,125.587103,DAVAO DEL SUR,DAVAO CITY,37,265,40,200
TCFGAGALOPECOMPCDOMOR,TCFGAGALOPECOMPCDOMOR-3,MACRO,MACRO,GREEN,8.442825,124.633932,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,175,40,200
TCFGAHIWAYPANACDAVAODDS,TCFGAHIWAYPANACDAVAODDS-2,MACRO,MACRO,GREEN,7.154336,125.656809,DAVAO DEL SUR,DAVAO CITY,34,155,40,200
TCFGAHIWAYPANACDAVAODDS,TCFGAHIWAYPANACDAVAODDS-3,MACRO,MACRO,GREEN,7.154336,125.656809,DAVAO DEL SUR,DAVAO CITY,34,290,40,200
TCFGAJIREHMAADAVAODDS,TCFGAJIREHMAADAVAODDS-3,MACRO,MACRO,GREEN,7.084741,125.591703,DAVAO DEL SUR,DAVAO CITY,38,260,40,200
TCFGALUMBIACDOMOR,TCFGALUMBIACDOMOR-1,MACRO,MACRO,GREEN,8.409641,124.612675,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),21,45,40,200
TCFGALUMBIACDOMOR,TCFGALUMBIACDOMOR-2,MACRO,MACRO,GREEN,8.409641,124.612675,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),21,165,40,200
TCFGAMAGTUODAVAODDS,TCFGAMAGTUODAVAODDS-2,MACRO,MACRO,GREEN,7.106168,125.581875,DAVAO DEL SUR,DAVAO CITY,39,110,40,200
TCFGAMARAPADAVAODDS,TCFGAMARAPADAVAODDS-3,MACRO,MACRO,GREEN,7.0191,125.486,DAVAO DEL SUR,DAVAO CITY,29,280,40,200
TCFGAMARASIGANDAVAODDS,TCFGAMARASIGANDAVAODDS-2,MACRO,MACRO,GREEN,7.065563,125.609422,DAVAO DEL SUR,DAVAO CITY,18,125,40,200
TCFGAMARASIGANDAVAODDS,TCFGAMARASIGANDAVAODDS-3,MACRO,MACRO,GREEN,7.065563,125.609422,DAVAO DEL SUR,DAVAO CITY,18,275,40,200
TCFGAMCSNDIGCDOMOR,TCFGAMCSNDIGCDOMOR-1,MACRO,MACRO,GREEN,8.463983,124.639535,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),42,25,40,200
TCFGAMCSNDIGCDOMOR,TCFGAMCSNDIGCDOMOR-2,MACRO,MACRO,GREEN,8.463983,124.639535,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),42,155,40,200
TCFGAMILINDANDAVAODDS,TCFGAMILINDANDAVAODDS-1,MACRO,MACRO,GREEN,7.16485,125.595776,DAVAO DEL SUR,DAVAO CITY,38,335,40,200
TCFGAMILINDANDAVAODDS,TCFGAMILINDANDAVAODDS-3,MACRO,MACRO,GREEN,7.16485,125.595776,DAVAO DEL SUR,DAVAO CITY,38,205,40,200
TCFGAMINTALDAVAODDS,TCFGAMINTALDAVAODDS-3,MACRO,MACRO,AMBER,7.085578,125.497069,DAVAO DEL SUR,DAVAO CITY,47,295,40,200
TCFGAP2TIBUNGDAVAODDS,TCFGAP2TIBUNGDAVAODDS-1,MACRO,MACRO,GREEN,7.189327,125.644148,DAVAO DEL SUR,DAVAO CITY,36,0,40,200
TCFGAP2TIBUNGDAVAODDS,TCFGAP2TIBUNGDAVAODDS-3,MACRO,MACRO,GREEN,7.189327,125.644148,DAVAO DEL SUR,DAVAO CITY,36,250,40,200
TCFGAPAGASAVILDAVAODDS,TCFGAPAGASAVILDAVAODDS-1,MACRO,MACRO,GREEN,7.04211,125.5782,DAVAO DEL SUR,DAVAO CITY,42,300,40,200
TCFGAPIEDADDAVAODDS,TCFGAPIEDADDAVAODDS-3,MACRO,MACRO,GREEN,7.023805,125.49153,DAVAO DEL SUR,DAVAO CITY,35,240,40,200
TCFGASASADAVAODDS,TCFGASASADAVAODDS-2,MACRO,MACRO,GREEN,7.13404,125.660578,DAVAO DEL SUR,DAVAO CITY,25,125,40,200
TCFGASASADAVAODDS,TCFGASASADAVAODDS-3,MACRO,MACRO,GREEN,7.13404,125.660578,DAVAO DEL SUR,DAVAO CITY,25,250,40,200
TCFGASMMATCROSDAVAODDS,TCFGASMMATCROSDAVAODDS-1,MACRO,MACRO,GREEN,7.054456,125.574197,DAVAO DEL SUR,DAVAO CITY,29,30,40,200
TCFGASMMATCROSDAVAODDS,TCFGASMMATCROSDAVAODDS-3,MACRO,MACRO,GREEN,7.054456,125.574197,DAVAO DEL SUR,DAVAO CITY,29,250,40,200
TCFGASOCVILPANACDAVAODDS,TCFGASOCVILPANACDAVAODDS-1,MACRO,MACRO,GREEN,7.139632,125.649786,DAVAO DEL SUR,DAVAO CITY,21,315,40,200
TCFGASOCVILPANACDAVAODDS,TCFGASOCVILPANACDAVAODDS-3,MACRO,MACRO,GREEN,7.139632,125.649786,DAVAO DEL SUR,DAVAO CITY,21,215,40,200
TCFGATUGBOKDAVAODDS,TCFGATUGBOKDAVAODDS-2,MACRO,MACRO,GREEN,7.107789,125.486705,DAVAO DEL SUR,DAVAO CITY,37,80,40,200
TCFGAZ1BAYABASCDOMOR,TCFGAZ1BAYABASCDOMOR-2,MACRO,MACRO,GREEN,8.512418,124.630295,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),30,65,40,200
TCFGAZ1BAYABASCDOMOR,TCFGAZ1BAYABASCDOMOR-3,MACRO,MACRO,GREEN,8.512418,124.630295,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),30,205,40,200
TCIS8APOBDAVAODDS,TCIS8APOBDAVAODDS-1,MACRO,MACRO,AMBER,7.072837,125.600241,DAVAO DEL SUR,DAVAO CITY,18,65,40,200
TCIS8APOBDAVAODDS,TCIS8APOBDAVAODDS-3,MACRO,MACRO,AMBER,7.072837,125.600241,DAVAO DEL SUR,DAVAO CITY,18,275,40,200
TCISKAUSWAGCDOMOR,TCISKAUSWAGCDOMOR-2,MACRO,MACRO,GREEN,8.49243,124.63989,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,190,40,200
TCISKAUSWAGCDOMOR,TCISKAUSWAGCDOMOR-3,MACRO,MACRO,GREEN,8.49243,124.63989,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,280,40,200
TCISMASCANDIGCDOMOR,TCISMASCANDIGCDOMOR-1,MACRO,MACRO,AMBER,8.444733,124.641918,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,10,40,200
TCISTORILPOBDAVAODDS,TCISTORILPOBDAVAODDS-1,MACRO,MACRO,GREEN,7.015542,125.501065,DAVAO DEL SUR,DAVAO CITY,29,315,40,200
TCISTORILPOBDAVAODDS,TCISTORILPOBDAVAODDS-2,MACRO,MACRO,GREEN,7.015542,125.501065,DAVAO DEL SUR,DAVAO CITY,29,50,40,200
TCLBSYTALOMDAVAODDS,TCLBSYTALOMDAVAODDS-1,MACRO,MACRO,GREEN,7.049116,125.5716,DAVAO DEL SUR,DAVAO CITY,23,300,40,200
TCPHTBAGOGALLEDAVAODDS,TCPHTBAGOGALLEDAVAODDS-1,MACRO,MACRO,GREEN,7.050873,125.516944,DAVAO DEL SUR,DAVAO CITY,40,35,40,200
TCPHTBAGOSHIRODAVAODDS,TCPHTBAGOSHIRODAVAODDS-1,MACRO,MACRO,GREEN,7.055802,125.508643,DAVAO DEL SUR,DAVAO CITY,39,50,40,200
TCPHTBAGOSHIRODAVAODDS,TCPHTBAGOSHIRODAVAODDS-2,MACRO,MACRO,GREEN,7.055802,125.508643,DAVAO DEL SUR,DAVAO CITY,39,190,40,200
TCPHTBAGOSHIRODAVAODDS,TCPHTBAGOSHIRODAVAODDS-3,MACRO,MACRO,GREEN,7.055802,125.508643,DAVAO DEL SUR,DAVAO CITY,39,300,40,200
TCPHTBENPANACDAVAODDS,TCPHTBENPANACDAVAODDS-1,MACRO,MACRO,GREEN,7.15358,125.650718,DAVAO DEL SUR,DAVAO CITY,29,30,40,200
TCPHTBENPANACDAVAODDS,TCPHTBENPANACDAVAODDS-2,MACRO,MACRO,GREEN,7.15358,125.650718,DAVAO DEL SUR,DAVAO CITY,29,120,40,200
TCPHTBENPANACDAVAODDS,TCPHTBENPANACDAVAODDS-3,MACRO,MACRO,GREEN,7.15358,125.650718,DAVAO DEL SUR,DAVAO CITY,29,220,40,200
TCPHTBFACIDAVAODDS,TCPHTBFACIDAVAODDS-1,MACRO,MACRO,GREEN,7.0664,125.615,DAVAO DEL SUR,DAVAO CITY,24,330,40,200
TCPHTBFACIDAVAODDS,TCPHTBFACIDAVAODDS-2,MACRO,MACRO,GREEN,7.0664,125.615,DAVAO DEL SUR,DAVAO CITY,24,80,40,200
TCPHTBRGY38CGNMKTCDOMOR,TCPHTBRGY38CGNMKTCDOMOR-2,MACRO,MACRO,GREEN,8.477008,124.650112,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),28,100,40,200
TCPHTBUHANG02DAVAODDS,TCPHTBUHANG02DAVAODDS-3,MACRO,MACRO,GREEN,7.110661,125.617379,DAVAO DEL SUR,DAVAO CITY,17,220,40,200
TCPHTCOGONIPONANCDOMOR,TCPHTCOGONIPONANCDOMOR-2,MACRO,MACRO,GREEN,8.496568,124.600648,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),40,110,40,200
TCPHTDECAINDANDAVAODDS,TCPHTDECAINDANDAVAODDS-1,MACRO,MACRO,GREEN,7.155727,125.599293,DAVAO DEL SUR,DAVAO CITY,29,300,40,200
TCPHTELRIO19BDAVAODDS,TCPHTELRIO19BDAVAODDS-2,MACRO,MACRO,GREEN,7.104907,125.601568,DAVAO DEL SUR,DAVAO CITY,19,65,40,200
TCPHTFARDUMOYDAVAODDS,TCPHTFARDUMOYDAVAODDS-2,MACRO,MACRO,GREEN,7.038085,125.503519,DAVAO DEL SUR,DAVAO CITY,39,160,40,200
TCPHTFDMBOLTONDAVAODDS,TCPHTFDMBOLTONDAVAODDS-1,MACRO,MACRO,GREEN,7.061421,125.6075,DAVAO DEL SUR,DAVAO CITY,20,300,40,200
TCPHTFDMBOLTONDAVAODDS,TCPHTFDMBOLTONDAVAODDS-2,MACRO,MACRO,GREEN,7.061421,125.6075,DAVAO DEL SUR,DAVAO CITY,20,90,40,200
TCPHTFDMBOLTONDAVAODDS,TCPHTFDMBOLTONDAVAODDS-3,MACRO,MACRO,GREEN,7.061421,125.6075,DAVAO DEL SUR,DAVAO CITY,20,190,40,200
TCPHTINDAHAGCDOMOR,TCPHTINDAHAGCDOMOR-1,MACRO,MACRO,GREEN,8.433277,124.667625,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,5,40,200
TCPHTKM5BUHANGDAVAODDS,TCPHTKM5BUHANGDAVAODDS-3,MACRO,MACRO,GREEN,7.103582,125.613711,DAVAO DEL SUR,DAVAO CITY,25,285,40,200
TCPHTKM7MPANGIDVODDS,TCPHTKM7MPANGIDVODDS-2,MACRO,MACRO,GREEN,7.07631,125.567347,DAVAO DEL SUR,DAVAO CITY,39,80,40,200
TCPHTKM7MPANGIDVODDS,TCPHTKM7MPANGIDVODDS-3,MACRO,MACRO,GREEN,7.07631,125.567347,DAVAO DEL SUR,DAVAO CITY,39,195,40,200
TCPHTL1UPBALULANGCDOMOR,TCPHTL1UPBALULANGCDOMOR-1,MACRO,MACRO,GREEN,8.454267,124.628511,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),40,40,40,200
TCPHTL1UPBALULANGCDOMOR,TCPHTL1UPBALULANGCDOMOR-2,MACRO,MACRO,AMBER,8.454267,124.628511,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),40,190,40,200
TCPHTLEODTORILDAVAODDS,TCPHTLEODTORILDAVAODDS-1,MACRO,MACRO,GREEN,7.021026,125.506839,DAVAO DEL SUR,DAVAO CITY,36,30,40,200
TCPHTMADONAODCARMENCDOMOR,TCPHTMADONAODCARMENCDOMOR-2,MACRO,MACRO,GREEN,8.478129,124.63535,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),30,95,40,200
TCPHTMAMAYVILDAVAODDS,TCPHTMAMAYVILDAVAODDS-1,MACRO,MACRO,GREEN,7.109719,125.631944,DAVAO DEL SUR,DAVAO CITY,18,350,40,200
TCPHTMATCROSDAVAODDS,TCPHTMATCROSDAVAODDS-3,MACRO,MACRO,GREEN,7.067665,125.577561,DAVAO DEL SUR,DAVAO CITY,29,250,40,200
TCPHTPOBCOMPOSCVLY,TCPHTPOBCOMPOSCVLY-1,MACRO,MACRO,AMBER,7.675364,126.083372,DAVAO DE ORO,COMPOSTELA,40,35,40,200
TCPHTTALOMOPOBDAVAODDS,TCPHTTALOMOPOBDAVAODDS-3,MACRO,MACRO,GREEN,7.063565,125.555805,DAVAO DEL SUR,DAVAO CITY,27,230,40,200
TCPHTTIBUNGDAVAODDS,TCPHTTIBUNGDAVAODDS-2,MACRO,MACRO,GREEN,7.203833,125.645806,DAVAO DEL SUR,DAVAO CITY,39,90,40,200
TCPHTTIBUNGDAVAODDS,TCPHTTIBUNGDAVAODDS-3,MACRO,MACRO,GREEN,7.203833,125.645806,DAVAO DEL SUR,DAVAO CITY,39,200,40,200
TCPHTULASTALOMDAVAODDS,TCPHTULASTALOMDAVAODDS-1,MACRO,MACRO,GREEN,7.057403,125.5487,DAVAO DEL SUR,DAVAO CITY,29,30,40,200
TCPHTULASTALOMDAVAODDS,TCPHTULASTALOMDAVAODDS-2,MACRO,MACRO,GREEN,7.057403,125.5487,DAVAO DEL SUR,DAVAO CITY,29,150,40,200
TCPHTULASTALOMDAVAODDS,TCPHTULASTALOMDAVAODDS-3,MACRO,MACRO,GREEN,7.057403,125.5487,DAVAO DEL SUR,DAVAO CITY,29,250,40,200
TCPHTZ9BULUACDOMOR,TCPHTZ9BULUACDOMOR-3,MACRO,MACRO,GREEN,8.487522,124.609566,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,270,40,200
TIGATTODAVAODDS,TIGATTODAVAODDS-1,MACRO,MACRO,AMBER,7.11599,125.600889,DAVAO DEL SUR,DAVAO CITY,39,340,40,200
TIGATTODAVAODDS,TIGATTODAVAODDS-2,MACRO,MACRO,GREEN,7.11599,125.600889,DAVAO DEL SUR,DAVAO CITY,39,100,40,200
TIGATTODAVAODDS,TIGATTODAVAODDS-3,MACRO,MACRO,GREEN,7.11599,125.600889,DAVAO DEL SUR,DAVAO CITY,39,210,40,200
UPPERCARMENCDOMOR,UPPERCARMENCDOMOR-1,MACRO,MACRO,GREEN,8.470643,124.628518,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),38,5,40,200
VIPBLDGCDO,VIPBLDGCDO-1,MACRO,MACRO,GREEN,8.479375,124.644746,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),26,335,40,200
VIPBLDGCDO,VIPBLDGCDO-2,MACRO,MACRO,GREEN,8.479375,124.644746,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),26,95,40,200
VIPBLDGCDO,VIPBLDGCDO-3,MACRO,MACRO,GREEN,8.479375,124.644746,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),26,245,40,200
WESUITAGDAODAVAODDS,WESUITAGDAODAVAODDS-2,MACRO,MACRO,GREEN,7.08467,125.625113,DAVAO DEL SUR,DAVAO CITY,41,210,40,200
Z6BAIKINGONCDOMOR,Z6BAIKINGONCDOMOR-1,MACRO,MACRO,GREEN,8.458374,124.567122,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),34,10,40,200
Z8BULUACDOMOR,Z8BULUACDOMOR-2,MACRO,MACRO,GREEN,8.512402,124.613803,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),40,145,40,200
Z8BULUACDOMOR,Z8BULUACDOMOR-3,MACRO,MACRO,GREEN,8.512402,124.613803,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),40,235,40,200
DLPCBANK02DAVAODDSEM,DLPCBANK02DAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,AMBER,7.066731,125.602148,DAVAO DEL SUR,DAVAO CITY,8,90,40,200
DLPCNHABUDAVAODDSEM,DLPCNHABUDAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,AMBER,7.114168,125.622861,DAVAO DEL SUR,DAVAO CITY,9,140,40,200
DLPCQUEZ39DAVAODDSEM,DLPCQUEZ39DAVAODDSEM-1,SMALLCELL-EASYMACRO,MACRO,GREEN,7.06299,125.611,DAVAO DEL SUR,DAVAO CITY,7,60,40,200
DLPCQUEZ39DAVAODDSEM,DLPCQUEZ39DAVAODDSEM-2,SMALLCELL-EASYMACRO,MACRO,AMBER,7.06299,125.611,DAVAO DEL SUR,DAVAO CITY,7,140,40,200
TCPHT1IPONANCDOMOR,TCPHT1IPONANCDOMOR-3,MACRO,MACRO,GREEN,8.496291,124.595868,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,240,40,200
UMALAGTABLONCDOMOR,UMALAGTABLONCDOMOR-1,MACRO,MACRO,GREEN,8.477806,124.726222,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,30,40,200
UMALAGTABLONCDOMOR,UMALAGTABLONCDOMOR-3,MACRO,MACRO,AMBER,8.477806,124.726222,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,270,40,200
Z10BULUACDOMOR,Z10BULUACDOMOR-3,MACRO,MACRO,AMBER,8.48976,124.611585,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,170,40,200
ALEJAL,ALEJAL-2,MACRO,MACRO,GREEN,7.384657,125.662068,DAVAO DEL NORTE,CARMEN,33,150,40,200
AMPATU,AMPATU-2,MACRO,MACRO,GREEN,6.832659,124.455731,MAGUINDANAO DEL SUR,AMPATUAN,33,140,40,200
BACULI,BACULI-2,MACRO,MACRO,GREEN,7.452802,126.58074,DAVAO ORIENTAL,BAGANGA,40,120,40,200
BALIA,BALIA-3,MACRO,MACRO,GREEN,8.642752,123.613878,MISAMIS OCCIDENTAL,BALIANGAO,40,240,40,200
BANALEPGDIAN,BANALEPGDIAN-2,MACRO,MACRO,AMBER,7.835156,123.422033,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),39,130,40,200
BANALEPGDIAN,BANALEPGDIAN-3,MACRO,MACRO,GREEN,7.835156,123.422033,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),39,250,40,200
BANGCUDMALAY,BANGCUDMALAY-1,MACRO,MACRO,GREEN,7.993281,125.136948,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,340,40,200
BANGCUDMALAY,BANGCUDMALAY-3,MACRO,MACRO,GREEN,7.993281,125.136948,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,230,40,200
BINUAN,BINUAN-2,MACRO,MACRO,GREEN,8.924504,124.785337,MISAMIS ORIENTAL,BINUANGAN,48,80,40,200
BOALAN,BOALAN-2,MACRO,MACRO,GREEN,6.95573,122.126954,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,23,120,40,200
BPINES,BPINES-2,MACRO,MACRO,GREEN,8.448638,123.806097,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),43,160,40,200
CALICLICDDN,CALICLICDDN-2,MACRO,MACRO,GREEN,7.102395,125.667946,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,49,160,40,200
CALIN2,CALIN2-2,MACRO,MACRO,GREEN,7.184989,125.45408,DAVAO DEL SUR,DAVAO CITY,36,120,40,200
CALIN2,CALIN2-3,MACRO,MACRO,GREEN,7.184989,125.45408,DAVAO DEL SUR,DAVAO CITY,36,310,40,200
CALINA,CALINA-3,MACRO,MACRO,GREEN,7.184309,125.420987,DAVAO DEL SUR,DAVAO CITY,41,130,40,200
CALINA,CALINA-4,MACRO,MACRO,GREEN,7.184309,125.420987,DAVAO DEL SUR,DAVAO CITY,34,240,40,200
CAMPBAUTISTA,CAMPBAUTISTA-2,LEGO,MACRO,GREEN,6.056303,121.011509,SULU,JOLO (CAPITAL),40,120,40,200
CARRAS,CARRAS-2,MACRO,MACRO,GREEN,9.367942,125.951142,SURIGAO DEL SUR,CARRASCAL,42,190,40,200
CLARIN,CLARIN-2,MACRO,MACRO,GREEN,8.201474,123.863271,MISAMIS OCCIDENTAL,CLARIN,39,160,40,200
CONCEPKORDAL,CONCEPKORDAL-2,MACRO,MACRO,GREEN,6.475981,124.886401,SOUTH COTABATO,KORONADAL CITY (CAPITAL),39,130,40,200
DAGATKIDVALN,DAGATKIDVALN-2,MACRO,MACRO,AMBER,7.823963,125.131999,BUKIDNON,VALENCIA CITY,42,130,40,200
DAO,DAO-3,MACRO,MACRO,GREEN,7.8407,123.434082,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),39,280,40,200
DATUPI,DATUPI-2,MACRO,MACRO,AMBER,7.027427,124.505426,MAGUINDANAO DEL SUR,DATU PIANG,40,110,40,200
GINGO3,GINGO3-2,MACRO,MACRO,GREEN,8.825178,125.088724,MISAMIS ORIENTAL,GINGOOG CITY,42,90,40,200
HILLMANBRGY3DAPASDN,HILLMANBRGY3DAPASDN-1,MACRO,MACRO,GREEN,9.761764,126.053645,SURIGAO DEL NORTE,DAPA,28,105,40,200
HILLMANBRGY3DAPASDN,HILLMANBRGY3DAPASDN-4,MACRO,MACRO,AMBER,9.761764,126.053645,SURIGAO DEL NORTE,DAPA,20,280,40,200
KALAMA,KALAMA-1,MACRO,MACRO,GREEN,6.55596,124.055996,SULTAN KUDARAT,KALAMANSIG,38,40,40,200
KALASUNGAY,KALASUNGAY-3,MACRO,MACRO,GREEN,8.172087,125.10595,BUKIDNON,MALAYBALAY CITY (CAPITAL),41,235,40,200
KATIPU,KATIPU-2,MACRO,MACRO,AMBER,8.511781,123.282338,ZAMBOANGA DEL NORTE,KATIPUNAN,49,170,40,200
LAGUINDAIRPT,LAGUINDAIRPT-2,MACRO,MACRO,GREEN,8.605166,124.456,MISAMIS ORIENTAL,LAGUINDINGAN,16,190,40,200
LAGUINDAIRPT,LAGUINDAIRPT-3,MACRO,MACRO,GREEN,8.605166,124.456,MISAMIS ORIENTAL,LAGUINDINGAN,16,320,40,200
LALIGA,LALIGA-3,MACRO,MACRO,GREEN,7.884888,125.182323,BUKIDNON,VALENCIA CITY,34,290,40,200
LINAMO,LINAMO-1,MACRO,MACRO,GREEN,8.186038,124.161516,LANAO DEL NORTE,LINAMON,40,90,40,200
LUMADI,LUMADI-2,MACRO,MACRO,GREEN,7.179333,124.195786,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT (CAPITAL),37,70,40,200
LUMADI,LUMADI-3,MACRO,MACRO,GREEN,7.179333,124.195786,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT (CAPITAL),37,275,40,200
MACO,MACO-1,MACRO,MACRO,AMBER,7.3708,125.860052,DAVAO DE ORO,MACO,36,310,40,200
MACRIS,MACRIS-2,MACRO,MACRO,AMBER,8.197577,124.195961,LANAO DEL NORTE,ILIGAN CITY,45,120,40,200
MALALA,MALALA-2,MACRO,MACRO,GREEN,6.520747,125.368417,DAVAO DEL SUR,MALALAG,34,70,40,200
MANICA,MANICA-3,MACRO,MACRO,GREEN,7.018697,122.186423,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,34,235,40,200
MANIKIDVO,MANIKIDVO-1,MACRO,MACRO,GREEN,7.594118,125.712007,DAVAO DEL NORTE,KAPALONG,38,0,40,200
MANOKA,MANOKA-3,MACRO,MACRO,AMBER,8.515532,123.090855,ZAMBOANGA DEL NORTE,MANUKAN,41,280,40,200
MANOKA,MANOKA-2,MACRO,MACRO,AMBER,8.515532,123.090855,ZAMBOANGA DEL NORTE,MANUKAN,41,160,40,200
MEDINA,MEDINA-3,MACRO,MACRO,GREEN,8.906586,125.022062,MISAMIS ORIENTAL,MEDINA,33,280,40,200
MMAGSY,MMAGSY-2,MACRO,MACRO,AMBER,8.033373,123.916016,LANAO DEL NORTE,MAGSAYSAY,36,75,40,200
MMAGSY,MMAGSY-3,MACRO,MACRO,AMBER,8.033373,123.916016,LANAO DEL NORTE,MAGSAYSAY,36,225,40,200
MTVIEWM,MTVIEWM-2,MACRO,MACRO,GREEN,7.977191,125.007264,BUKIDNON,VALENCIA CITY,35,100,40,200
